datum;srazka;zavineni;alkohol;nasledek;prilba;pohlavi
2017/07/19 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2017/10/18 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2017/10/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2018/03/10 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2018/03/13 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2018/04/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2018/04/28 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;těžké zranění;ne;žena
2018/06/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2018/08/06 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2018/09/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;těžké zranění;ano;žena
2018/10/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2018/10/14 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2018/10/20 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2019/03/29 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2019/04/07 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2019/05/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/06/06 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/06/11 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2019/07/26 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ano;muž
2019/08/08 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;bez zraněn;ne;muž
2019/08/08 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;bez zraněn;ne;muž
2019/08/18 00:00:00+00;havárie;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ano;muž
2019/08/30 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2019/09/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/10/30 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/11/24 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2020/04/10 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2020/05/03 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2020/05/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2020/06/03 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;jiným účastníkem silničního provozu;Ne;lehké zranění;ano;muž
2020/06/28 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2020/07/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2020/07/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/08/06 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2020/08/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/08/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2020/08/29 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;těžké zranění;ano;žena
2020/08/29 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2020/09/04 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Nezjišťován;těžké zranění;ano;muž
2020/09/04 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Nezjišťován;bez zraněn;ne;muž
2020/10/16 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2020/10/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;bez zraněn;ano;muž
2020/10/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2010/02/24 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2010/04/28 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;chlapec (do 15 let)
2010/05/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ano;žena
2010/05/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ne;žena
2010/06/05 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;lehké zranění;ne;muž
2010/06/30 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2010/08/03 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;chlapec (do 15 let)
2010/08/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2010/08/22 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2010/08/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2010/09/13 00:00:00+00;srážka s chodcem;chodcem;Nezjišťován;těžké zranění;ano;muž
2011/04/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/05/20 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;těžké zranění;ne;muž
2011/05/24 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/06/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/07/07 00:00:00+00;srážka s chodcem;chodcem;Ne;bez zraněn;ne;žena
2011/05/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;bez zraněn;ano;muž
2011/08/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;muž
2011/08/27 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2011/09/01 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/09/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2011/09/27 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2011/09/28 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰;těžké zranění;ano;muž
2011/10/06 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Nezjišťován;bez zraněn;ne;žena
2012/03/14 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2012/03/22 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;lehké zranění;ne;muž
2012/03/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/04/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/05/01 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;bez zraněn;ne;muž
2012/05/08 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2012/05/24 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2012/07/01 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/08/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2012/08/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2012/08/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;bez zraněn;ano;muž
2012/09/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;žena
2012/09/04 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2012/09/16 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2012/09/26 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/10/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;usmrcení;ne;muž
2012/11/02 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2013/03/07 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;těžké zranění;ne;muž
2013/04/24 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2013/04/30 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;těžké zranění;ano;žena
2013/07/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2013/07/13 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2013/08/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;muž
2013/08/14 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ano;muž
2013/08/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2013/08/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ano;muž
2013/11/07 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;těžké zranění;ano;muž
2014/02/04 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/03/20 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2014/03/20 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2014/03/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2014/04/11 00:00:00+00;havárie;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/05/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2014/05/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/06/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/06/18 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ne;těžké zranění;ano;muž
2014/09/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/10/11 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;žena
2015/02/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ano;žena
2015/08/05 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ne;žena
2015/08/10 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2015/12/09 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2016/02/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ano;muž
2016/02/08 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2016/04/20 00:00:00+00;srážka s chodcem;chodcem;Nezjišťován;lehké zranění;ne;muž
2016/04/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2016/05/12 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2016/05/22 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;bez zraněn;ne;muž
2016/05/29 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ne;těžké zranění;ano;muž
2016/06/28 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2016/08/02 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2016/08/22 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2016/08/26 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2016/08/30 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;těžké zranění;ano;muž
2016/09/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;bez zraněn;ano;chlapec (do 15 let)
2017/04/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2017/05/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ne;muž
2017/05/15 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2017/06/03 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;chlapec (do 15 let)
2017/06/03 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;chlapec (do 15 let)
2017/06/13 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;žena
2017/07/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2017/07/21 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2017/08/06 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2017/08/19 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;muž
2017/09/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2017/10/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2018/04/20 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2018/05/01 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2018/06/24 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;chlapec (do 15 let)
2018/07/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;jiným účastníkem silničního provozu;Ne;lehké zranění;ano;muž
2018/08/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2018/09/09 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2018/09/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ano;chlapec (do 15 let)
2018/09/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2019/04/19 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2019/04/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Pod vlivem drog;bez zraněn;ano;žena
2019/04/24 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2019/04/24 00:00:00+00;srážka s chodcem;chodcem;Ne;lehké zranění;ano;muž
2019/05/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2019/07/06 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;lehké zranění;ne;muž
2019/07/08 00:00:00+00;havárie;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;žena
2019/07/24 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/06/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;bez zraněn;ano;chlapec (do 15 let)
2019/06/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;muž
2019/08/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;muž
2019/08/24 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;bez zraněn;ano;muž
2019/09/06 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;bez zraněn;ano;muž
2019/11/04 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2019/11/23 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ano;muž
2020/01/01 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ano;muž
2020/01/29 00:00:00+00;srážka s chodcem;chodcem;Ne;bez zraněn;ne;muž
2020/03/11 00:00:00+00;srážka s tramvají;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2020/03/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/04/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/04/18 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ano;muž
2020/05/15 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/05/22 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;bez zraněn;ne;muž
2020/06/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2020/06/15 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2020/07/12 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2020/07/29 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/08/20 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ano;muž
2020/08/30 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;lehké zranění;ano;žena
2020/09/08 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2014/11/05 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2010/01/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2010/04/28 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;muž
2010/06/15 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;bez zraněn;ne;muž
2010/09/06 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Nezjišťován;bez zraněn;ne;muž
2010/09/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2010/10/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/04/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2011/06/30 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2011/07/06 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2011/09/01 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2011/09/15 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ne;muž
2012/05/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ano;chlapec (do 15 let)
2012/05/25 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2012/06/20 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;chlapec (do 15 let)
2012/07/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2012/07/14 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ano;muž
2012/07/28 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,5‰ do 0,8‰;lehké zranění;ne;muž
2012/08/09 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;těžké zranění;ano;muž
2012/08/11 00:00:00+00;havárie;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ne;muž
2012/08/30 00:00:00+00;havárie;řidičem nemotorového vozidla;Nezjišťován;lehké zranění;ne;chlapec (do 15 let)
2012/09/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ne;muž
2012/09/17 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2012/12/04 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2012/12/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2013/04/13 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2013/05/20 00:00:00+00;srážka s chodcem;chodcem;Nezjišťován;těžké zranění;ano;muž
2013/07/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2013/08/04 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2013/08/20 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2013/09/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2013/12/15 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/02/25 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2014/03/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/03/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/05/04 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,5‰ do 0,8‰;lehké zranění;ne;muž
2014/06/03 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2014/07/10 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;bez zraněn;ano;muž
2014/08/25 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Ne;lehké zranění;ano;chlapec (do 15 let)
2014/09/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰;lehké zranění;ne;muž
2014/09/26 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2014/10/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2015/03/17 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;dívka (do 15 let)
2015/08/15 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2015/08/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
